,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
0,0.0,2.962262648719726,2.962262648719727,2.96226264871972,4.216040796766651,4.216040796766542,4.216040796766495,4.2160407967664595,4.216040796766619,4.216040796766616,4.216040796766561,4.216040796766548,4.2160407967665465,4.679743582719147,4.679743582719149,4.679743582719146,4.679743582719012,4.679743582719011,4.679743582719013,4.679743582718958,4.679743582718957,4.679743582718959,4.679743582718917,4.679743582718915,4.679743582718919,4.679743582719107,4.679743582719103,4.679743582719111,4.679743582719105,4.6797435827191025,4.679743582719106,4.679743582719039,4.67974358271904,4.679743582719047,4.679743582719029,4.679743582719026,4.679743582719024,4.67974358271902,4.679743582719018,4.6797435827190235
1,2.962262648719726,0.0,5.09901951359279,5.099019513592781,1.8973665961010775,1.8973665961010187,1.897366596100993,6.131883886702247,6.131883886702427,6.131883886702425,6.131883886702319,6.131883886702346,6.1318838867023855,2.5248762345905766,2.5248762345905793,2.524876234590576,2.524876234590507,2.5248762345905065,2.5248762345905056,2.5248762345904807,2.5248762345904776,2.5248762345904785,6.509608283145634,6.509608283145631,6.509608283145635,6.509608283145851,6.509608283145849,6.509608283145858,6.509608283145854,6.509608283145852,6.509608283145856,6.509608283145721,6.509608283145721,6.509608283145727,6.509608283145763,6.509608283145753,6.509608283145752,6.5096082831457975,6.509608283145799,6.509608283145799
2,2.962262648719727,5.09901951359279,0.0,5.099019513592781,6.131883886702482,6.131883886702337,6.131883886702279,1.897366596100975,1.897366596101061,1.8973665961010597,6.131883886702402,6.131883886702351,6.131883886702304,6.509608283145921,6.509608283145927,6.509608283145921,6.509608283145739,6.509608283145739,6.50960828314574,6.5096082831456705,6.509608283145671,6.509608283145669,2.524876234590457,2.524876234590456,2.524876234590458,2.5248762345905558,2.524876234590554,2.5248762345905575,2.524876234590556,2.5248762345905544,2.5248762345905575,6.5096082831458215,6.509608283145822,6.509608283145825,6.509608283145764,6.509608283145762,6.509608283145758,6.509608283145706,6.509608283145704,6.509608283145708
3,2.96226264871972,5.099019513592781,5.099019513592781,0.0,6.131883886702404,6.131883886702344,6.131883886702314,6.131883886702276,6.131883886702402,6.131883886702395,1.897366596101031,1.8973665961010255,1.8973665961010224,6.509608283145833,6.50960828314583,6.509608283145832,6.5096082831457505,6.509608283145749,6.509608283145747,6.509608283145711,6.5096082831457105,6.509608283145714,6.509608283145674,6.50960828314567,6.509608283145673,6.509608283145826,6.509608283145819,6.5096082831458295,6.509608283145818,6.509608283145814,6.509608283145821,2.5248762345905216,2.5248762345905233,2.524876234590527,2.5248762345905185,2.5248762345905145,2.524876234590516,2.524876234590514,2.524876234590512,2.524876234590514
4,4.216040796766651,1.8973665961010775,6.131883886702482,6.131883886702404,0.0,2.82842712474619,2.828427124746191,7.071067811865495,7.071067811865664,7.071067811865664,7.071067811865476,7.071067811865508,7.071067811865554,0.9874208829065807,0.9874208829065823,0.9874208829065804,3.312853754695479,3.312853754695478,3.312853754695481,3.3128537546954764,3.312853754695477,3.3128537546954777,7.414512795861898,7.414512795861896,7.4145127958618975,7.414512795862116,7.4145127958621115,7.414512795862113,7.414512795862114,7.414512795862112,7.414512795862111,7.414512795861897,7.414512795861898,7.414512795861903,7.414512795861946,7.414512795861939,7.414512795861943,7.414512795861992,7.414512795861986,7.414512795861994
5,4.216040796766542,1.8973665961010187,6.131883886702337,6.131883886702344,2.82842712474619,0.0,2.8284271247461916,7.071067811865343,7.071067811865518,7.071067811865517,7.071067811865425,7.0710678118654595,7.071067811865502,3.3128537546954977,3.3128537546954977,3.3128537546954986,0.987420882906573,0.9874208829065726,0.9874208829065723,3.312853754695486,3.3128537546954857,3.312853754695486,7.41451279586175,7.414512795861752,7.414512795861755,7.4145127958619685,7.414512795861964,7.414512795861967,7.414512795861969,7.414512795861967,7.414512795861969,7.414512795861855,7.414512795861849,7.4145127958618575,7.4145127958619,7.414512795861892,7.414512795861891,7.414512795861941,7.414512795861941,7.4145127958619454
6,4.216040796766495,1.897366596100993,6.131883886702279,6.131883886702314,2.828427124746191,2.8284271247461916,0.0,7.071067811865281,7.071067811865467,7.071067811865458,7.071067811865395,7.071067811865433,7.071067811865473,3.312853754695504,3.3128537546955035,3.3128537546955026,3.312853754695493,3.3128537546954933,3.3128537546954937,0.98742088290657,0.9874208829065699,0.9874208829065706,7.4145127958616985,7.414512795861694,7.414512795861692,7.414512795861911,7.41451279586191,7.414512795861914,7.414512795861912,7.414512795861913,7.414512795861908,7.4145127958618255,7.4145127958618255,7.414512795861832,7.414512795861877,7.414512795861866,7.41451279586187,7.414512795861918,7.414512795861915,7.4145127958619215
7,4.2160407967664595,6.131883886702247,1.897366596100975,6.131883886702276,7.071067811865495,7.071067811865343,7.071067811865281,0.0,2.8284271247461907,2.828427124746191,7.071067811865456,7.071067811865404,7.0710678118653485,7.414512795861951,7.414512795861961,7.4145127958619526,7.414512795861765,7.414512795861769,7.414512795861765,7.414512795861698,7.4145127958617,7.414512795861701,0.9874208829065692,0.9874208829065686,0.9874208829065697,3.3128537546955035,3.312853754695502,3.3128537546955026,3.3128537546955035,3.312853754695505,3.3128537546955052,7.4145127958619055,7.414512795861908,7.414512795861909,7.414512795861842,7.414512795861841,7.414512795861835,7.414512795861775,7.414512795861774,7.414512795861777
8,4.216040796766619,6.131883886702427,1.897366596101061,6.131883886702402,7.071067811865664,7.071067811865518,7.071067811865467,2.8284271247461907,0.0,2.8284271247461934,7.07106781186557,7.071067811865511,7.071067811865462,7.414512795862127,7.414512795862129,7.414512795862125,7.414512795861933,7.414512795861937,7.414512795861942,7.414512795861872,7.41451279586187,7.414512795861872,3.312853754695476,3.312853754695475,3.3128537546954755,0.9874208829065787,0.9874208829065776,0.9874208829065794,3.3128537546954937,3.3128537546954933,3.3128537546954924,7.414512795862008,7.414512795862013,7.414512795862011,7.414512795861948,7.414512795861945,7.414512795861939,7.414512795861881,7.414512795861878,7.414512795861885
9,4.216040796766616,6.131883886702425,1.8973665961010597,6.131883886702395,7.071067811865664,7.071067811865517,7.071067811865458,2.828427124746191,2.8284271247461934,0.0,7.0710678118655625,7.071067811865505,7.071067811865454,7.414512795862119,7.414512795862129,7.414512795862125,7.4145127958619375,7.41451279586194,7.414512795861937,7.414512795861872,7.414512795861872,7.414512795861875,3.3128537546954773,3.3128537546954773,3.3128537546954786,3.312853754695494,3.3128537546954933,3.312853754695493,0.987420882906579,0.9874208829065786,0.9874208829065795,7.414512795862005,7.414512795862005,7.414512795862009,7.414512795861938,7.414512795861937,7.414512795861937,7.414512795861875,7.4145127958618735,7.414512795861879
